PROVINCE NAME>>,<<CHINESE NAME>>,<<PROVINCE GMI
Kosi>>,<<Kosi>>,<<NPL-KOS
Mechi>>,<<Mechi>>,<<NPL-MEC
Andhra Pradesh>>,<<Andhra Pradesh>>,<<IND-APR
Kerala>>,<<Kerala>>,<<IND-KER
Madhya Pradesh>>,<<Madhya Pradesh>>,<<IND-MPR
Orissa>>,<<Orissa>>,<<IND-ORS
Pondicherry>>,<<Pondicherry>>,<<IND-PND
Tamil Nadu>>,<<Tamil Nadu>>,<<IND-TNA
Haa Daalu>>,<<Haa Daalu>>,<<MDV-HDA
Noonu>>,<<Noonu>>,<<MDV-NOO
Lakshadweep>>,<<Lakshadweep>>,<<IND-LKS
Aliff>>,<<Aliff>>,<<MDV-ALF
Baa>>,<<Baa>>,<<MDV-BAA
Daalu>>,<<Daalu>>,<<MDV-DAA
Faafu>>,<<Faafu>>,<<MDV-FAA
Gaafu Daalu>>,<<Gaafu Daalu>>,<<MDV-GDA
Haa Aliff>>,<<Haa Aliff>>,<<MDV-HAL
Raa>>,<<Raa>>,<<MDV-RAA
Shaviyani>>,<<Shaviyani>>,<<MDV-SHV
Gaafu Aliff>>,<<Gaafu Aliff>>,<<MDV-GAL
Kaafu>>,<<Kaafu>>,<<MDV-KAA
Laamu>>,<<Laamu>>,<<MDV-LAA
Laviyani>>,<<Laviyani>>,<<MDV-LVY
Meemu>>,<<Meemu>>,<<MDV-MEE
Thaa>>,<<Thaa>>,<<MDV-THA
Waavu>>,<<Waavu>>,<<MDV-WAA
Daman & Diu>>,<<Daman & Diu>>,<<IND-DAD
Dadra and Nagar Haveli>>,<<Dadra and Nagar Haveli>>,<<IND-DAN
Gujarat>>,<<Gujarat>>,<<IND-GJR
Goa>>,<<Goa>>,<<IND-GOA
Karnataka>>,<<Karnataka>>,<<IND-KRN
Maharashtra>>,<<Maharashtra>>,<<IND-MHR
Central>>,<<Central>>,<<LKA-CEN
Eastern>>,<<Eastern>>,<<LKA-EST
North Central>>,<<North Central>>,<<LKA-NCN
Northern>>,<<Northern>>,<<LKA-NTH
North Western>>,<<North Western>>,<<LKA-NWS
Sabaragamuwa>>,<<Sabaragamuwa>>,<<LKA-SBR
Southern>>,<<Southern>>,<<LKA-STH
Uva>>,<<Uva>>,<<LKA-UVA
Western>>,<<Western>>,<<LKA-WST
Micronesia>>,<<Micronesia>>,<<FSM
Marshall Is.>>,<<Marshall Is.>>,<<MHL
Karen State>>,<<Karen State>>,<<MMR-KSA
Kayah State>>,<<Kayah State>>,<<MMR-KSE
Mandalay>>,<<Mandalay>>,<<MMR-MND
Pegu>>,<<Pegu>>,<<MMR-PEG
Rangoon>>,<<Rangoon>>,<<MMR-RNG
Mae Hong Son>>,<<Mae Hong Son>>,<<THA-MHS
Wake I.>>,<<Wake I.>>,<<UMI-WKI
Andaman and Nicobar Islands>>,<<Andaman and Nicobar Islands>>,<<IND-AAN
Chumphon>>,<<Chumphon>>,<<THA-CHM
Nakhon Si Thammarat>>,<<Nakhon Si Thammarat>>,<<THA-NST
Phuket>>,<<Phuket>>,<<THA-PHK
Phangnga>>,<<Phangnga>>,<<THA-PHN
Ranong>>,<<Ranong>>,<<THA-RNN
Surat Thani>>,<<Surat Thani>>,<<THA-STH
Aceh>>,<<Aceh>>,<<IDN-ACE
Sumatera Utara>>,<<Sumatera Utara>>,<<IDN-SUA
Mon State>>,<<Mon State>>,<<MMR-MST
Perak>>,<<Perak>>,<<MYS-PER
Pulau Pinang>>,<<Pulau Pinang>>,<<MYS-PPN
Kedah>>,<<Kedah>>,<<MYS-KED
Perlis>>,<<Perlis>>,<<MYS-PRL
Krabi>>,<<Krabi>>,<<THA-KRA
Phatthalung>>,<<Phatthalung>>,<<THA-PHL
Satun>>,<<Satun>>,<<THA-SAT
Songkhla>>,<<Songkhla>>,<<THA-SNG
Trang>>,<<Trang>>,<<THA-TRN
Yala>>,<<Yala>>,<<THA-YAL
Barisal>>,<<Barisal>>,<<BGD-BRS
Bokeo>>,<<Bokeo>>,<<LAO-BOK
Louang Namtha>>,<<Louang Namtha>>,<<LAO-LNM
Arakan State>>,<<Arakan State>>,<<MMR-AST
Chin State>>,<<Chin State>>,<<MMR-CST
Irrawaddy>>,<<Irrawaddy>>,<<MMR-IRR
Magwe>>,<<Magwe>>,<<MMR-MAG
Shan State>>,<<Shan State>>,<<MMR-SST
Chiang Rai>>,<<Chiang Rai>>,<<THA-CRA
Xaignabouri>>,<<Xaignabouri>>,<<LAO-XGN
Chiang Mai>>,<<Chiang Mai>>,<<THA-CMA
Lampang>>,<<Lampang>>,<<THA-LMN
Lamphun>>,<<Lamphun>>,<<THA-LMP
Nan>>,<<Nan>>,<<THA-NAN
Phayao>>,<<Phayao>>,<<THA-PHA
Phrae>>,<<Phrae>>,<<THA-PHR
Phitsanulok>>,<<Phitsanulok>>,<<THA-PHT
Sukhothai>>,<<Sukhothai>>,<<THA-SKH
Uttaradit>>,<<Uttaradit>>,<<THA-UTT
Kanchanaburi>>,<<Kanchanaburi>>,<<THA-KNC
Kamphaeng Phet>>,<<Kamphaeng Phet>>,<<THA-KPH
Phichit>>,<<Phichit>>,<<THA-PHC
Phetchabun>>,<<Phetchabun>>,<<THA-PHH
Suphan Buri>>,<<Suphan Buri>>,<<THA-SBR
Tak>>,<<Tak>>,<<THA-TAK
Uthai Thani>>,<<Uthai Thani>>,<<THA-UTH
Ang Thong>>,<<Ang Thong>>,<<THA-ATH
Chai Nat>>,<<Chai Nat>>,<<THA-CNA
Lop Buri>>,<<Lop Buri>>,<<THA-LBU
Nakhon Nayok>>,<<Nakhon Nayok>>,<<THA-NNA
Nakhon Sawan>>,<<Nakhon Sawan>>,<<THA-NSA
Phra Nakhon Si Ayutthaya>>,<<Phra Nakhon Si Ayutthaya>>,<<THA-PNS
Pathum Thani>>,<<Pathum Thani>>,<<THA-PTH
Sing Buri>>,<<Sing Buri>>,<<THA-SBU
Saraburi>>,<<Saraburi>>,<<THA-SRB
Tenasserim>>,<<Tenasserim>>,<<MMR-TNS
Krung Thep>>,<<Krung Thep>>,<<THA-KTH
Nonthaburi>>,<<Nonthaburi>>,<<THA-NNT
Nakhon Pathom>>,<<Nakhon Pathom>>,<<THA-NPT
Phetchaburi>>,<<Phetchaburi>>,<<THA-PHB
Prachuap Khiri Khan>>,<<Prachuap Khiri Khan>>,<<THA-PKK
Ratchaburi>>,<<Ratchaburi>>,<<THA-RTC
Samut Prakan>>,<<Samut Prakan>>,<<THA-SPR
Samut Sakhon>>,<<Samut Sakhon>>,<<THA-SSH
Samut Songkhram>>,<<Samut Songkhram>>,<<THA-SSN
Hainan>>,<<海南>>,<<CHN-HAI
Champasak>>,<<Champasak>>,<<LAO-CHM
Saravan>>,<<Saravan>>,<<LAO-SRV
Savannakhet>>,<<Savannakhet>>,<<LAO-SVN
Sisaket>>,<<Sisaket>>,<<THA-SSK
Ubon Ratchathani>>,<<Ubon Ratchathani>>,<<THA-URT
Yasothon>>,<<Yasothon>>,<<THA-YST
Quang Ninh>>,<<Quang Ninh>>,<<VNM-QNI
Batdambang>>,<<Batdambang>>,<<KHM-BTD
Kaoh Kong>>,<<Kaoh Kong>>,<<KHM-KKO
Pouthisat>>,<<Pouthisat>>,<<KHM-PTH
Siemreab-Otdar Meanchey>>,<<Siemreab-Otdar Meanchey>>,<<KHM-SOM
Chon Buri>>,<<Chon Buri>>,<<THA-CBU
Chachoengsao>>,<<Chachoengsao>>,<<THA-CHC
Chanthaburi>>,<<Chanthaburi>>,<<THA-CHN
Prachin Buri>>,<<Prachin Buri>>,<<THA-PBU
Rayong>>,<<Rayong>>,<<THA-RYN
Trat>>,<<Trat>>,<<THA-TRA
Buriram>>,<<Buriram>>,<<THA-BRR
Chaiyaphum>>,<<Chaiyaphum>>,<<THA-CHY
Khon Kaen>>,<<Khon Kaen>>,<<THA-KKA
Kalasin>>,<<Kalasin>>,<<THA-KLS
Maha Sarakham>>,<<Maha Sarakham>>,<<THA-MSR
Nakhon Ratchasima>>,<<Nakhon Ratchasima>>,<<THA-NRT
Roi Et>>,<<Roi Et>>,<<THA-RET
Surin>>,<<Surin>>,<<THA-SUR
Kampong Cham>>,<<Kampong Cham>>,<<KHM-KCH
Kampong Chhnang>>,<<Kampong Chhnang>>,<<KHM-KCN
Kandal>>,<<Kandal>>,<<KHM-KND
Kampong Spoe>>,<<Kampong Spoe>>,<<KHM-KSP
Kampong Thum>>,<<Kampong Thum>>,<<KHM-KTH
Phnum Penh>>,<<Phnum Penh>>,<<KHM-PPE
Prey Veng>>,<<Prey Veng>>,<<KHM-PVE
Preah Vihear>>,<<Preah Vihear>>,<<KHM-PVI
Stoeng Treng>>,<<Stoeng Treng>>,<<KHM-STR
Kracheh>>,<<Kracheh>>,<<KHM-KRC
Tay Ninh>>,<<Tay Ninh>>,<<VNM-TNI
Viangchan>>,<<Viangchan>>,<<LAO-VNG
Vientiane>>,<<Vientiane>>,<<LAO-VNT
Xiangkhoang>>,<<Xiangkhoang>>,<<LAO-XNG
Loei>>,<<Loei>>,<<THA-LOE
Nong Khai>>,<<Nong Khai>>,<<THA-NKH
Sakon Nakhon>>,<<Sakon Nakhon>>,<<THA-SNK
Udon Thani>>,<<Udon Thani>>,<<THA-UTA
Houaphan>>,<<Houaphan>>,<<LAO-HPH
Louangphrabang>>,<<Louangphrabang>>,<<LAO-LNG
Oudomxai>>,<<Oudomxai>>,<<LAO-ODM
Phongsali>>,<<Phongsali>>,<<LAO-PHN
Lai Chau>>,<<Lai Chau>>,<<VNM-LCH
Bac Thai>>,<<Bac Thai>>,<<VNM-BTH
Lao Cai>>,<<Lao Cai>>,<<VNM-LCA
Lang Son>>,<<Lang Son>>,<<VNM-LSO
Son La>>,<<Son La>>,<<VNM-SLA
Thanh Hoa>>,<<Thanh Hoa>>,<<VNM-THO
Tuyen Quang>>,<<Tuyen Quang>>,<<VNM-TQN
Yen Bai>>,<<Yen Bai>>,<<VNM-YBA
Hoa Binh>>,<<Hoa Binh>>,<<VNM-HBN
Hai Hung>>,<<Hai Hung>>,<<VNM-HHU
Ha Noi>>,<<Ha Noi>>,<<VNM-HNO
Ha Tay>>,<<Ha Tay>>,<<VNM-HTY
Ninh Binh>>,<<Ninh Binh>>,<<VNM-NBN
Nam Ha>>,<<Nam Ha>>,<<VNM-NHA
Vinh Phu>>,<<Vinh Phu>>,<<VNM-VPH
Ha Bac>>,<<Ha Bac>>,<<VNM-HBA
Hai Phong>>,<<Hai Phong>>,<<VNM-HPH
Thai Binh>>,<<Thai Binh>>,<<VNM-TBI
Borikhamxai>>,<<Borikhamxai>>,<<LAO-BRK
Khammouan>>,<<Khammouan>>,<<LAO-KHM
Nakhon Phanom>>,<<Nakhon Phanom>>,<<THA-NPH
Ha Tinh>>,<<Ha Tinh>>,<<VNM-HTN
Nghe An>>,<<Nghe An>>,<<VNM-NAN
Quang Binh>>,<<Quang Binh>>,<<VNM-QBN
Mondol Kiri>>,<<Mondol Kiri>>,<<KHM-MKI
Rotanokiri>>,<<Rotanokiri>>,<<KHM-RTN
Dac Lac>>,<<Dac Lac>>,<<VNM-DLA
Gia Lai>>,<<Gia Lai>>,<<VNM-GLA
Khanh Hoa>>,<<Khanh Hoa>>,<<VNM-KHO
Lam Dong>>,<<Lam Dong>>,<<VNM-LDO
Ninh Thuan>>,<<Ninh Thuan>>,<<VNM-NTN
Phu Yen>>,<<Phu Yen>>,<<VNM-PYN
Song Be>>,<<Song Be>>,<<VNM-SBE
Attapeu>>,<<Attapeu>>,<<LAO-ATT
Xekong>>,<<Xekong>>,<<LAO-XKN
Binh Dinh>>,<<Binh Dinh>>,<<VNM-BDN
Kon Tum>>,<<Kon Tum>>,<<VNM-KTM
Quang Nam-Da Nang>>,<<Quang Nam-Da Nang>>,<<VNM-QND
Quang Ngai>>,<<Quang Ngai>>,<<VNM-QNG
Quang Tri>>,<<Quang Tri>>,<<VNM-QTR
Thua Thien Hue>>,<<Thua Thien Hue>>,<<VNM-TTH
Riau>>,<<Riau>>,<<IDN-RIA
Narathiwat>>,<<Narathiwat>>,<<THA-NRH
Pattani>>,<<Pattani>>,<<THA-PTT
Ba Ria-Vung Tau>>,<<Ba Ria-Vung Tau>>,<<VNM-BRV
Binh Thuan>>,<<Binh Thuan>>,<<VNM-BTN
Dong Nai>>,<<Dong Nai>>,<<VNM-DNA
Johor>>,<<Johor>>,<<MYS-JOH
Kuala Lumpur>>,<<Kuala Lumpur>>,<<MYS-KLL
Kelantan>>,<<Kelantan>>,<<MYS-KLN
Melaka>>,<<Melaka>>,<<MYS-MEL
Negeri Sembilan>>,<<Negeri Sembilan>>,<<MYS-NSM
Pahang>>,<<Pahang>>,<<MYS-PHN
Selangor>>,<<Selangor>>,<<MYS-SLN
Terengganu>>,<<Terengganu>>,<<MYS-TRN
Singapore>>,<<Singapore>>,<<SGP
Kampot>>,<<Kampot>>,<<KHM-KMP
Svay Rieng>>,<<Svay Rieng>>,<<KHM-SRI
Takev>>,<<Takev>>,<<KHM-TAK
An Giang>>,<<An Giang>>,<<VNM-AGI
Dong Thap>>,<<Dong Thap>>,<<VNM-DTH
Ho Chi Minh>>,<<Ho Chi Minh>>,<<VNM-HCM
Kien Giang>>,<<Kien Giang>>,<<VNM-KGI
Long An>>,<<Long An>>,<<VNM-LAN
Tien Giang>>,<<Tien Giang>>,<<VNM-TGI
Ben Tre>>,<<Ben Tre>>,<<VNM-BTR
Can Tho>>,<<Can Tho>>,<<VNM-CTH
Minh Hai>>,<<Minh Hai>>,<<VNM-MHA
Soc Trang>>,<<Soc Trang>>,<<VNM-STR
Tra Vinh>>,<<Tra Vinh>>,<<VNM-TVN
Vinh Long>>,<<Vinh Long>>,<<VNM-VLN
Gansu>>,<<甘肃>>,<<CHN-GAN
Ningxia>>,<<宁夏>>,<<CHN-NNG
Qinghai>>,<<青海>>,<<CHN-QNG
Shaanxi>>,<<陕西>>,<<CHN-SHA
Shanxi>>,<<山西>>,<<CHN-SHX
Kachin State>>,<<Kachin State>>,<<MMR-KST
Dornogovi>>,<<Dornogovi>>,<<MNG-DRG
Omnogovi>>,<<Omnogovi>>,<<MNG-OMN
Chittagong>>,<<Chittagong>>,<<BGD-CHT
Dhaka>>,<<Dhaka>>,<<BGD-DAK
Arunachal Pradesh>>,<<Arunachal Pradesh>>,<<IND-APD
Assam>>,<<Assam>>,<<IND-ASS
Manipur>>,<<Manipur>>,<<IND-MNP
Mizoram>>,<<Mizoram>>,<<IND-MZR
Nagaland>>,<<Nagaland>>,<<IND-NGL
Tripura>>,<<Tripura>>,<<IND-TRP
Sagaing>>,<<Sagaing>>,<<MMR-SGN
Bumthang>>,<<Bumthang>>,<<BTN-BMT
Chirang>>,<<Chirang>>,<<BTN-CHR
Geylegphug>>,<<Geylegphug>>,<<BTN-GYL
Lhuntshi>>,<<Lhuntshi>>,<<BTN-LHN
Shemgang>>,<<Shemgang>>,<<BTN-SHM
Tongsa>>,<<Tongsa>>,<<BTN-TNG
Wangdi Phodrang>>,<<Wangdi Phodrang>>,<<BTN-WNP
Meghalaya>>,<<Meghalaya>>,<<IND-MGH
Mongar>>,<<Mongar>>,<<BTN-MNG
Pemagatsel>>,<<Pemagatsel>>,<<BTN-PMG
Samdrup Jongkhar>>,<<Samdrup Jongkhar>>,<<BTN-SDJ
Tashigang>>,<<Tashigang>>,<<BTN-TSH
Guangxi>>,<<广西>>,<<CHN-GNG
Guizhou>>,<<贵州>>,<<CHN-GUI
Hubei>>,<<湖北>>,<<CHN-HUB
Hunan>>,<<湖南>>,<<CHN-HUN
Sichuan>>,<<四川>>,<<CHN-SCH
Chongqing>>,<<重庆>>,<<CHN-CHQ
Yunnan>>,<<云南>>,<<CHN-YNN
Cao Bang>>,<<Cao Bang>>,<<VNM-CBA
Ha Giang>>,<<Ha Giang>>,<<VNM-HGN
Beijing>>,<<北京>>,<<CHN-BJN
Hebei>>,<<河北>>,<<CHN-HEB
Henan>>,<<河南>>,<<CHN-HEN
Liaoning>>,<<辽宁>>,<<CHN-LNN
Shandong>>,<<山东>>,<<CHN-SHD
Tianjin>>,<<天津>>,<<CHN-TNJ
Hwanghae-bukto>>,<<Hwanghae-bukto>>,<<PRK-HBK
Hwanghae-namdo>>,<<Hwanghae-namdo>>,<<PRK-HNM
P'yongyang-si>>,<<P'yongyang-si>>,<<PRK-PSI
Taiwan>>,<<台湾>>,<<CHN-TWN
Fujian>>,<<福建>>,<<CHN-FUJ
Anhui>>,<<安徽>>,<<CHN-ANH
Guangdong>>,<<广东>>,<<CHN-GND
Jiangxi>>,<<江西>>,<<CHN-JNG
Jiangsu>>,<<江苏>>,<<CHN-JNS
Shanghai>>,<<上海>>,<<CHN-SHN
Zhejiang>>,<<浙江>>,<<CHN-ZHJ
Chugoku>>,<<中国>>,<<JPN-CGK
Ch'ungch'ong-bukto>>,<<Ch'ungch'ong-bukto>>,<<KOR-CBK
Inch'on-jikhalsi>>,<<Inch'on-jikhalsi>>,<<KOR-ICH
Kangwon-do>>,<<Kangwon-do>>,<<KOR-KDO
Kyonggi-do>>,<<Kyonggi-do>>,<<KOR-KGD
Seoul-jikhalsi>>,<<Seoul-jikhalsi>>,<<KOR-SJK
Hamgyong-bukto>>,<<Hamgyong-bukto>>,<<PRK-HBU
Kangwon-do>>,<<Kangwon-do>>,<<PRK-KDO
Kaesong-si>>,<<Kaesong-si>>,<<PRK-KSI
Cholla-bukto>>,<<Cholla-bukto>>,<<KOR-CBU
Cholla-namdo>>,<<Cholla-namdo>>,<<KOR-CNA
Ch'ungch'ong-namdo>>,<<Ch'ungch'ong-namdo>>,<<KOR-CNM
Kyongsang-bukto>>,<<Kyongsang-bukto>>,<<KOR-KBU
Kyongsang-namdo>>,<<Kyongsang-namdo>>,<<KOR-KNA
Kwangju-jikhalsi>>,<<Kwangju-jikhalsi>>,<<KOR-KWN
Pusan-jikhalsi>>,<<Pusan-jikhalsi>>,<<KOR-PSN
Taegu-jikhalsi>>,<<Taegu-jikhalsi>>,<<KOR-TGN
Jilin>>,<<吉林>>,<<CHN-JIL
Chagang-do>>,<<Chagang-do>>,<<PRK-CDO
Hamgyong-namdo>>,<<Hamgyong-namdo>>,<<PRK-HNA
P'yongan-bukto>>,<<P'yongan-bukto>>,<<PRK-PBU
P'yongan-namdo>>,<<P'yongan-namdo>>,<<PRK-PNA
Yanggang-do>>,<<Yanggang-do>>,<<PRK-YDO
Kyushu>>,<<九洲>>,<<JPN-KYS
Okinawa>>,<<冲绳>>,<<JPN-OKN
Shikoku>>,<<四国>>,<<JPN-SHK
Cheju-do>>,<<Cheju-do>>,<<KOR-CDO
Brunei>>,<<Brunei>>,<<BRN
Kalimantan Timur>>,<<Kalimantan Timur>>,<<IDN-KTI
Sabah>>,<<Sabah>>,<<MYS-SAB
Sarawak>>,<<Sarawak>>,<<MYS-SRW
Central Visayas>>,<<Central Visayas>>,<<PHL-CVS
Western Mindanao>>,<<Western Mindanao>>,<<PHL-WMN
Western Visayas>>,<<Western Visayas>>,<<PHL-WVS
Hong Kong>>,<<香港>>,<<CHN-HKG
Macau>>,<<澳门>>,<<CHN-MAC
Bicol>>,<<Bicol>>,<<PHL-BCL
Cordillera Administrative Region>>,<<Cordillera Administrative Region>>,<<PHL-CAR
Cagayan Valley>>,<<Cagayan Valley>>,<<PHL-CGV
Central Luzon>>,<<Central Luzon>>,<<PHL-CLZ
Ilocos>>,<<Ilocos>>,<<PHL-ILC
National Capital Region>>,<<National Capital Region>>,<<PHL-NCR
Southern Tagalog>>,<<Southern Tagalog>>,<<PHL-STG
Sulawesi Utara>>,<<Sulawesi Utara>>,<<IDN-SUT
Central Mindanao>>,<<Central Mindanao>>,<<PHL-CMN
Eastern Visayas>>,<<Eastern Visayas>>,<<PHL-EVS
Northern Mindanao>>,<<Northern Mindanao>>,<<PHL-NMN
Southern Mindanao>>,<<Southern Mindanao>>,<<PHL-SMN
Palau>>,<<Palau>>,<<PLW
Nei Mongol>>,<<内蒙古>>,<<CHN-NMN
Hentiy>>,<<Hentiy>>,<<MNG-HNT
Evenkiyskiy avtonomnyy okrug>>,<<Evenkiyskiy avtonomnyy okrug>>,<<RUS-EVE
Irkutskaya oblast'>>,<<Irkutskaya oblast'>>,<<RUS-IRK
Krasnoyarskiy kray>>,<<Krasnoyarskiy kray>>,<<RUS-KRA
Taymyrskiy(Dolgano-Nenetskiy) avt.okrug>>,<<Taymyrskiy(Dolgano-Nenetskiy) avt.okrug>>,<<RUS-TAY
Arhangay>>,<<Arhangay>>,<<MNG-ARH
Bayanhongor>>,<<Bayanhongor>>,<<MNG-BYN
Dzavhan>>,<<Dzavhan>>,<<MNG-DZV
Govi-Altay>>,<<Govi-Altay>>,<<MNG-GAL
Hovd>>,<<Hovd>>,<<MNG-HOV
Hovsgol>>,<<Hovsgol>>,<<MNG-HVS
Uvs>>,<<Uvs>>,<<MNG-UVS
Respublika Tyva>>,<<Respublika Tyva>>,<<RUS-TUV
Bulgan>>,<<Bulgan>>,<<MNG-BLG
Dundgovi>>,<<Dundgovi>>,<<MNG-DND
Darhan>>,<<Darhan>>,<<MNG-DRH
Ovorhangay>>,<<Ovorhangay>>,<<MNG-OVR
Selenge>>,<<Selenge>>,<<MNG-SLN
Tov>>,<<Tov>>,<<MNG-TOV
Ulaanbaatar>>,<<Ulaanbaatar>>,<<MNG-ULN
Respublika Buryatiya>>,<<Respublika Buryatiya>>,<<RUS-BUR
Ust'-Ordynskiy Buryatskiy avt.okrug>>,<<Ust'-Ordynskiy Buryatskiy avt.okrug>>,<<RUS-UOB
Heilongjiang>>,<<黑龙江>>,<<CHN-HLN
Dornod>>,<<Dornod>>,<<MNG-DRN
Suhbaatar>>,<<Suhbaatar>>,<<MNG-SHB
Aginskiy Buryatskiy avtonomnyy okrug>>,<<Aginskiy Buryatskiy avtonomnyy okrug>>,<<RUS-AGB
Amurskaya oblast'>>,<<Amurskaya oblast'>>,<<RUS-AMU
Chitinskaya oblast'>>,<<Chitinskaya oblast'>>,<<RUS-CHI
Primorskiy kray>>,<<Primorskiy kray>>,<<RUS-PRM
Respublika Sakha(Yakutiya)>>,<<Respublika Sakha(Yakutiya)>>,<<RUS-YAK
Yevreyskaya avtonomnaya oblast'>>,<<Yevreyskaya avtonomnaya oblast'>>,<<RUS-YEV
Kamchatskaya oblast'>>,<<Kamchatskaya oblast'>>,<<RUS-KAM
Khabarovskiy kray>>,<<Khabarovskiy kray>>,<<RUS-KHA
Koryakskiy avtonomnyy okrug>>,<<Koryakskiy avtonomnyy okrug>>,<<RUS-KOR
Magadanskaya oblast'>>,<<Magadanskaya oblast'>>,<<RUS-MAG
Sakhalinskaya oblast'>>,<<Sakhalinskaya oblast'>>,<<RUS-SAK
Guam>>,<<Guam>>,<<GUM
Chubu>>,<<中部>>,<<JPN-CHB
Hokkaido>>,<<北海道>>,<<JPN-HKK
Kinki>>,<<近畿>>,<<JPN-KIN
Kanto>>,<<关东>>,<<JPN-KNT
Tohoku>>,<<东北>>,<<JPN-THO
Northern Mariana Is.>>,<<Northern Mariana Is.>>,<<MNP
French Southern Territories>>,<<French Southern Territories>>,<<ATF
Fiji>>,<<Fiji>>,<<FJI
Moyen-Ogooue>>,<<Moyen-Ogooue>>,<<GAB-MOG
Ngounie>>,<<Ngounie>>,<<GAB-NGO
Nyanga>>,<<Nyanga>>,<<GAB-NYN
Ogooue-Maritime>>,<<Ogooue-Maritime>>,<<GAB-OMR
Heard Island>>,<<Heard Island>>,<<HMD
Bandundu>>,<<Bandundu>>,<<COD-BAN
Kasai-Occidental>>,<<Kasai-Occidental>>,<<COD-KOC
Antarctica>>,<<Antarctica>>,<<ATA
Bouvet I.>>,<<Bouvet I.>>,<<NOR-BVT
Wellington>>,<<Wellington>>,<<NZL-WLL
Mbeya>>,<<Mbeya>>,<<TZA-MBE
Rukwa>>,<<Rukwa>>,<<TZA-RUK
Prince Edwards Islands>>,<<Prince Edwards Islands>>,<<ZAF-PS2
Luapula>>,<<Luapula>>,<<ZMB-LUA
Northern>>,<<Northern>>,<<ZMB-NRT
Lunda Norte>>,<<Lunda Norte>>,<<AGO-LNO
Lunda Sul>>,<<Lunda Sul>>,<<AGO-LSU
Malanje>>,<<Malanje>>,<<AGO-MLN
Luderitz>>,<<Luderitz>>,<<NAM-LDR
Maltahohe>>,<<Maltahohe>>,<<NAM-MLT
Zanzibar Central/South>>,<<Zanzibar Central/South>>,<<TZA-ZCN
Northern Cape>>,<<Northern Cape>>,<<ZAF-NCP
Western Cape>>,<<Western Cape>>,<<ZAF-WCP
Kgalagadi>>,<<Kgalagadi>>,<<BWA-KGL
Bethanien>>,<<Bethanien>>,<<NAM-BTH
Karasburg>>,<<Karasburg>>,<<NAM-KRS
Keetmanshoop>>,<<Keetmanshoop>>,<<NAM-KTM
Mariental>>,<<Mariental>>,<<NAM-MRN
Namaland>>,<<Namaland>>,<<NAM-NML
Rehoboth>>,<<Rehoboth>>,<<NAM-RHB
Windhoek>>,<<Windhoek>>,<<NAM-WND
Bengo>>,<<Bengo>>,<<AGO-BEN
Cuanza Norte>>,<<Cuanza Norte>>,<<AGO-CNO
Cuanza Sul>>,<<Cuanza Sul>>,<<AGO-CSU
Luanda>>,<<Luanda>>,<<AGO-LUA
Uige>>,<<Uige>>,<<AGO-UIG
Zaire>>,<<Zaire>>,<<AGO-ZAI
Pool>>,<<Pool>>,<<COG-POO
Bas-Zaire>>,<<Bas-Zaire>>,<<COD-BZA
Kinshasa>>,<<Kinshasa>>,<<COD-KNS
Cabinda>>,<<Cabinda>>,<<AGO-CBN
Bouenza>>,<<Bouenza>>,<<COG-BOU
Cuvette>>,<<Cuvette>>,<<COG-CVT
Kouilou>>,<<Kouilou>>,<<COG-KOU
Lekoumou>>,<<Lekoumou>>,<<COG-LEK
Niari>>,<<Niari>>,<<COG-NIA
Plateaux>>,<<Plateaux>>,<<COG-PLT
Haut-Ogooue>>,<<Haut-Ogooue>>,<<GAB-HOG
Ogooue-Lolo>>,<<Ogooue-Lolo>>,<<GAB-OLO
Bie>>,<<Bie>>,<<AGO-BIE
Benguela>>,<<Benguela>>,<<AGO-BNG
Cuando Cubango>>,<<Cuando Cubango>>,<<AGO-CCB
Cunene>>,<<Cunene>>,<<AGO-CUN
Huambo>>,<<Huambo>>,<<AGO-HUA
Huila>>,<<Huila>>,<<AGO-HUI
Moxico>>,<<Moxico>>,<<AGO-MOX
Namibe>>,<<Namibe>>,<<AGO-NAM
Damaraland>>,<<Damaraland>>,<<NAM-DMR
Kaokoland>>,<<Kaokoland>>,<<NAM-KKL
Karibib>>,<<Karibib>>,<<NAM-KRB
Omaruru>>,<<Omaruru>>,<<NAM-OMR
Otjiwarongo>>,<<Otjiwarongo>>,<<NAM-OTJ
Outjo>>,<<Outjo>>,<<NAM-OUT
Owambo>>,<<Owambo>>,<<NAM-OWM
Swakopmund>>,<<Swakopmund>>,<<NAM-SWK
Boesmanland>>,<<Boesmanland>>,<<NAM-BSM
Gobabis>>,<<Gobabis>>,<<NAM-GBB
Grootfontein>>,<<Grootfontein>>,<<NAM-GRT
Hereroland Oos>>,<<Hereroland Oos>>,<<NAM-HOO
Hereroland Wes>>,<<Hereroland Wes>>,<<NAM-HWE
Kavango>>,<<Kavango>>,<<NAM-KVN
Okahandja>>,<<Okahandja>>,<<NAM-OKH
Tsumeb>>,<<Tsumeb>>,<<NAM-TSM
Tete>>,<<Tete>>,<<MOZ-TET
Central>>,<<Central>>,<<ZMB-CNT
Copperbelt>>,<<Copperbelt>>,<<ZMB-CPP
Eastern>>,<<Eastern>>,<<ZMB-EST
Lusaka>>,<<Lusaka>>,<<ZMB-LUS
North-Western>>,<<North-Western>>,<<ZMB-NWS
Southern>>,<<Southern>>,<<ZMB-STH
