PROVINCE NAME>>,<<PROVINCE FIPS>>,<<COUNTRY NAME>>,<<COUNTRY FIPS>>,<<COUNTRY GMI>>,<<PROVINCE GMI
Opole>>,<<PL48>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-OPO>>,<<POL-OPO
Bratislava>>,<<LO>>,<<Slovakia>>,<<LO>>,<<SVK>>,<<SVK-BRS>>,<<SVK-BRS
Stredoslovensky>>,<<LO>>,<<Slovakia>>,<<LO>>,<<SVK>>,<<SVK-STR>>,<<SVK-STR
Zapadoslovensky>>,<<LO>>,<<Slovakia>>,<<LO>>,<<SVK>>,<<SVK-ZPD>>,<<SVK-ZPD
Borsod-Abauj-Zemplen>>,<<HU04>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-BAZ>>,<<HUN-BAZ
Szabolcs-Szatmar-Bereg>>,<<HU18>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-SSZ>>,<<HUN-SSZ
Krakow>>,<<PL39>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-KRK>>,<<POL-KRK
Krosno>>,<<PL40>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-KRS>>,<<POL-KRS
Nowy Sacz>>,<<PL46>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-NSA>>,<<POL-NSA
Rzeszow>>,<<PL56>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-RZS>>,<<POL-RZS
Tarnow>>,<<PL64>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-TRW>>,<<POL-TRW
Vychodoslovensky>>,<<LO>>,<<Slovakia>>,<<LO>>,<<SVK>>,<<SVK-VYC>>,<<SVK-VYC
Bekes>>,<<HU03>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-BEK>>,<<HUN-BEK
Csongrad>>,<<HU06>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-CSN>>,<<HUN-CSN
Hajdu-Bihar>>,<<HU10>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-HBI>>,<<HUN-HBI
Heves>>,<<HU11>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-HEV>>,<<HUN-HEV
Jasz-Nagykun-Szolnok>>,<<HU20>>,<<Hungary>>,<<HU>>,<<HUN>>,<<HUN-SZL>>,<<HUN-SZL
Arad>>,<<RO02>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-ARA>>,<<ROU-ARA
Bihor>>,<<RO05>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BIH>>,<<ROU-BIH
Caras-Severin>>,<<RO12>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-CSV>>,<<ROU-CSV
Timis>>,<<RO36>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-TIM>>,<<ROU-TIM
Lappi>>,<<FI06>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-LAP>>,<<FIN-LAP
Finnmark>>,<<NO05>>,<<Norway>>,<<NO>>,<<NOR>>,<<NOR-FNN>>,<<NOR-FNN
Murmanskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-MRM>>,<<RUS-MRM
Keski-Suomi>>,<<FI03>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-KSU>>,<<FIN-KSU
Kuopio>>,<<FI04>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-KUO>>,<<FIN-KUO
Oulu>>,<<FI08>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-OUL>>,<<FIN-OUL
Vaasa>>,<<FI12>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-VAA>>,<<FIN-VAA
Novgorodskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-NVG>>,<<RUS-NVG
Pskovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-PSK>>,<<RUS-PSK
Leningradskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-SPT>>,<<RUS-SPT
Kherson>>,<<UP08>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-KRN>>,<<UKR-KRN
Nikolayev>>,<<UP16>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-MKL>>,<<UKR-MKL
Brest>>,<<BO>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR-BRS>>,<<BLR-BRS
Gomel'>>,<<BO>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR-GML>>,<<BLR-GML
Mogilev>>,<<BO>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR-MGL>>,<<BLR-MGL
Vitebsk>>,<<BO>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR-VTB>>,<<BLR-VTB
Bryanskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-BRY>>,<<RUS-BRY
Smolenskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-SML>>,<<RUS-SML
Chernigov>>,<<UP02>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-CHH>>,<<UKR-CHH
Rovno>>,<<UP19>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-RVN>>,<<UKR-RVN
Przemysl>>,<<PL54>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-PRZ>>,<<POL-PRZ
Zamosc>>,<<PL70>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-ZMS>>,<<POL-ZMS
Botosani>>,<<RO07>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BTS>>,<<ROU-BTS
Chernovtsy>>,<<UP03>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-CHV>>,<<UKR-CHV
Ivano-Frankovsk>>,<<UP06>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-IVF>>,<<UKR-IVF
Khmel'nitskiy>>,<<UP09>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-KML>>,<<UKR-KML
L'viv>>,<<UP15>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-LVV>>,<<UKR-LVV
Ternopl'>>,<<UP22>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-TRN>>,<<UKR-TRN
Zakarpats'ka>>,<<UP25>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-ZKP>>,<<UKR-ZKP
Alba>>,<<RO01>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-ALB>>,<<ROU-ALB
Bistrita-Nasaud>>,<<RO06>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BNA>>,<<ROU-BNA
Cluj>>,<<RO13>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-CLU>>,<<ROU-CLU
Hunedoara>>,<<RO21>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-HND>>,<<ROU-HND
Maramures>>,<<RO25>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-MRM>>,<<ROU-MRM
Mures>>,<<RO27>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-MUR>>,<<ROU-MUR
Salaj>>,<<RO31>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-SAL>>,<<ROU-SAL
Satu Mare>>,<<RO32>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-SMA>>,<<ROU-SMA
Arges>>,<<RO03>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-ARG>>,<<ROU-ARG
Sibiu>>,<<RO33>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-SIB>>,<<ROU-SIB
Vilcea>>,<<RO39>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-VIL>>,<<ROU-VIL
Brasov>>,<<RO09>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BRS>>,<<ROU-BRS
Covasna>>,<<RO15>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-CVS>>,<<ROU-CVS
Harghita>>,<<RO20>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-HRG>>,<<ROU-HRG
Iasi>>,<<RO23>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-IAS>>,<<ROU-IAS
Neamt>>,<<RO28>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-NEA>>,<<ROU-NEA
Prahova>>,<<RO30>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-PRH>>,<<ROU-PRH
Suceava>>,<<RO34>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-SUC>>,<<ROU-SUC
Bacau>>,<<RO04>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BAC>>,<<ROU-BAC
Braila>>,<<RO08>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BRA>>,<<ROU-BRA
Buzau>>,<<RO11>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-BUZ>>,<<ROU-BUZ
Galati>>,<<RO18>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-GAL>>,<<ROU-GAL
Vaslui>>,<<RO38>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-VAS>>,<<ROU-VAS
Vrancea>>,<<RO40>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-VRN>>,<<ROU-VRN
Grodno>>,<<BO>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR-GRD>>,<<BLR-GRD
Minsk>>,<<BO>>,<<Belarus>>,<<BO>>,<<BLR>>,<<BLR-MNS>>,<<BLR-MNS
Lithuania>>,<<LH>>,<<Lithuania>>,<<LH>>,<<LTU>>,<<LTU>>,<<LTU
Bialystok>>,<<PL24>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-BLY>>,<<POL-BLY
Biala Podlaska>>,<<PL23>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-BPD>>,<<POL-BPD
Chelm>>,<<PL27>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-CHL>>,<<POL-CHL
Suwalki>>,<<PL61>>,<<Poland>>,<<PL>>,<<POL>>,<<POL-SWL>>,<<POL-SWL
Volyn>>,<<UP24>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-VLY>>,<<UKR-VLY
Moldova>>,<<MD>>,<<Moldova>>,<<MD>>,<<MDA>>,<<MDA>>,<<MDA
Tulcea>>,<<RO37>>,<<Romania>>,<<RO>>,<<ROU>>,<<ROU-TUL>>,<<ROU-TUL
Cherkassy>>,<<UP01>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-CHK>>,<<UKR-CHK
Kirovograd>>,<<UP10>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-KVG>>,<<UKR-KVG
Kiev>>,<<UP13>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-KYV>>,<<UKR-KYV
Odessa>>,<<UP17>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-ODS>>,<<UKR-ODS
Vinnitsa>>,<<UP23>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-VNT>>,<<UKR-VNT
Zhitomir>>,<<UP27>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-ZTM>>,<<UKR-ZTM
Estonia>>,<<EN>>,<<Estonia>>,<<EN>>,<<EST>>,<<EST>>,<<EST
Hame>>,<<FI02>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-HAM>>,<<FIN-HAM
Kymi>>,<<FI05>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-KYM>>,<<FIN-KYM
Mikkeli>>,<<FI07>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-MKK>>,<<FIN-MKK
Pohjois-Karjala>>,<<FI09>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-PKR>>,<<FIN-PKR
Turku Ja Pori>>,<<FI10>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-TJP>>,<<FIN-TJP
Uusimaa>>,<<FI11>>,<<Finland>>,<<FI>>,<<FIN>>,<<FIN-UUS>>,<<FIN-UUS
Latvia>>,<<LG>>,<<Latvia>>,<<LG>>,<<LVA>>,<<LVA>>,<<LVA
Respublika Kareliya>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KRL>>,<<RUS-KRL
Arkhangel'skaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-ARK>>,<<RUS-ARK
Ivanovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-IVN>>,<<RUS-IVN
Kostromskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KST>>,<<RUS-KST
Nizhegorodskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-NZN>>,<<RUS-NZN
Tverskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TVR>>,<<RUS-TVR
Vologodskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-VLG>>,<<RUS-VLG
Yaroslavskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-YRS>>,<<RUS-YRS
Kaluzhskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KLG>>,<<RUS-KLG
Kurskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KRS>>,<<RUS-KRS
Lipetskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-LPT>>,<<RUS-LPT
Moskovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-MSC>>,<<RUS-MSC
Orlovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-ORL>>,<<RUS-ORL
Rostovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-RSV>>,<<RUS-RSV
Tul'skaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TUL>>,<<RUS-TUL
Volgogradskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-VGG>>,<<RUS-VGG
Sumy>>,<<UP21>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-SUM>>,<<UKR-SUM
Belgorodskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-BLG>>,<<RUS-BLG
Krasnodarskiy kray>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KSN>>,<<RUS-KSN
Dnepropetrovsk>>,<<UP04>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-DNP>>,<<UKR-DNP
Donetsk>>,<<UP05>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-DNT>>,<<UKR-DNT
Khar'kov>>,<<UP07>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-KKV>>,<<UKR-KKV
Crimean>>,<<UP11>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-KRM>>,<<UKR-KRM
Lugansk>>,<<UP14>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-LHN>>,<<UKR-LHN
Poltava>>,<<UP18>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-PLT>>,<<UKR-PLT
Zaporozh'ye>>,<<UP26>>,<<Ukraine>>,<<UP>>,<<UKR>>,<<UKR-ZPR>>,<<UKR-ZPR
Respublika Mordoviya>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-MRD>>,<<RUS-MRD
Penzenskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-PNZ>>,<<RUS-PNZ
Ryazanskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-RYZ>>,<<RUS-RYZ
Tambovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TMB>>,<<RUS-TMB
Vladimirskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-VLD>>,<<RUS-VLD
Voronezhskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-VRN>>,<<RUS-VRN
Aktyubinsk>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-AKB>>,<<KAZ-AKB
Kustanay>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-KST>>,<<KAZ-KST
Kzyl-Orda>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-KZO>>,<<KAZ-KZO
Turgay>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-TRG>>,<<KAZ-TRG
Respublika Bashkortostan>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-BSK>>,<<RUS-BSK
Chelyabinskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-CHL>>,<<RUS-CHL
Kurganskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KUR>>,<<RUS-KUR
Nenetskiy avtonomnyy okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-NEN>>,<<RUS-NEN
Yamalo-Nenetskiy avtonomnyy okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-YMN>>,<<RUS-YMN
Gur'yev>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-GRV>>,<<KAZ-GRV
Komi-Permyatskiy avton. okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KMP>>,<<RUS-KMP
Respublika Komi>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KOM>>,<<RUS-KOM
Kirovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KRV>>,<<RUS-KRV
Respublika Mariy-El>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-MRL>>,<<RUS-MRL
Permskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-PER>>,<<RUS-PER
Sverdlovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-SVD>>,<<RUS-SVD
Udmurtskaya Respublika>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-UDM>>,<<RUS-UDM
Ural'sk>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-URL>>,<<KAZ-URL
Astrakhanskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-AST>>,<<RUS-AST
Chuvashskaya Respublika>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-CHV>>,<<RUS-CHV
Kalmykiya-Khal'mg Tangch>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KLM>>,<<RUS-KLM
Orenburgskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-ORB>>,<<RUS-ORB
Samarskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-SAM>>,<<RUS-SAM
Saratovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-SRT>>,<<RUS-SRT
Respublika Tatarstan>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TRT>>,<<RUS-TRT
Ul'yanovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-ULY>>,<<RUS-ULY
Dzhezkazgan>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-DZK>>,<<KAZ-DZK
Kokchetav>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-KKC>>,<<KAZ-KKC
Karaganda>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-KRG>>,<<KAZ-KRG
North Kazakhstan>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-NKZ>>,<<KAZ-NKZ
Pavlodar>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-PVL>>,<<KAZ-PVL
Tselinograd>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-TSL>>,<<KAZ-TSL
Khanty-Mansiyskiy avtonomnyy okrug>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KHM>>,<<RUS-KHM
Omskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-OMS>>,<<RUS-OMS
Tyumenskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-TYU>>,<<RUS-TYU
Semipalatinsk>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-SMP>>,<<KAZ-SMP
Taldy Kurgan>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-TKG>>,<<KAZ-TKG
East Kazakhstan>>,<<KZ>>,<<Kazakhstan>>,<<KZ>>,<<KAZ>>,<<KAZ-VKZ>>,<<KAZ-VKZ
Bayan-Olgiy>>,<<MG03>>,<<Mongolia>>,<<MG>>,<<MNG>>,<<MNG-BOL>>,<<MNG-BOL
Altayskiy kray>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-ALT>>,<<RUS-ALT
Respublika Altay>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-GAL>>,<<RUS-GAL
Kemerovskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KEM>>,<<RUS-KEM
Respublika Khakasiya>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-KHK>>,<<RUS-KHK
Novosibirskaya oblast'>>,<<RS>>,<<Russia>>,<<RS>>,<<RUS>>,<<RUS-NOV>>,<<RUS-NOV
Xizang>>,<<CH14>>,<<China>>,<<CH>>,<<CHN>>,<<CHN-XZN>>,<<CHN-XZN
Gandaki>>,<<NP04>>,<<Nepal>>,<<NP>>,<<NPL>>,<<NPL-GND>>,<<NPL-GND
Ad Dakhiliyah>>,<<MU>>,<<Oman>>,<<MU>>,<<OMN>>,<<OMN-ADK>>,<<OMN-ADK
Al Wusta>>,<<MU>>,<<Oman>>,<<MU>>,<<OMN>>,<<OMN-AWS>>,<<OMN-AWS
Ash Sharqiyah>>,<<MU>>,<<Oman>>,<<MU>>,<<OMN>>,<<OMN-SHQ>>,<<OMN-SHQ
Banaadir>>,<<SO02>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-BND>>,<<SOM-BND
Galguduud>>,<<SO05>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-GLG>>,<<SOM-GLG
Hiiraan>>,<<SO07>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-HII>>,<<SOM-HII
Shabeellaha Dhexe>>,<<SO13>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-SDH>>,<<SOM-SDH
Zufar>>,<<MU>>,<<Oman>>,<<MU>>,<<OMN>>,<<OMN-ZFR>>,<<OMN-ZFR
Najran>>,<<SA16>>,<<Saudi Arabia>>,<<SA>>,<<SAU>>,<<SAU-NJR>>,<<SAU-NJR
Bari>>,<<SO03>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-BAR>>,<<SOM-BAR
Mudug>>,<<SO10>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-MUD>>,<<SOM-MUD
Nugaal>>,<<SO11>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-NUG>>,<<SOM-NUG
Sanaag>>,<<SO12>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-SAN>>,<<SOM-SAN
Sool>>,<<SO>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-SOL>>,<<SOM-SOL
Togdheer>>,<<SO15>>,<<Somalia>>,<<SO>>,<<SOM>>,<<SOM-TGD>>,<<SOM-TGD
Al Mahrah>>,<<YM03>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-AMR>>,<<YEM-AMR
Al Bayda'>>,<<YM07>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-ABD>>,<<YEM-ABD
Abyan>>,<<YM01>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-ABY>>,<<YEM-ABY
Aden>>,<<YM02>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-ADN>>,<<YEM-ADN
Al Jawf>>,<<YM09>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-AJW>>,<<YEM-AJW
'Ataq>>,<<YM>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-ATQ>>,<<YEM-ATQ
Hadhramaut>>,<<YM04>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-HDH>>,<<YEM-HDH
Ma'rib>>,<<YM14>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-MRB>>,<<YEM-MRB
Undefined>>,<<YM00>>,<<Yemen>>,<<YM>>,<<YEM>>,<<YEM-XXX>>,<<YEM-XXX
Kohkiluyeh va buyer Ahmadi>>,<<IR05>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-BAV>>,<<IRN-BAV
Bushehr>>,<<IR22>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-BUS>>,<<IRN-BUS
Esfahan>>,<<IR28>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-ESF>>,<<IRN-ESF
Fars>>,<<IR07>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-FAR>>,<<IRN-FAR
Mazandaran>>,<<IR17>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-MZN>>,<<IRN-MZN
Semnan>>,<<IR25>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-SMN>>,<<IRN-SMN
Tehran>>,<<IR26>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-TER>>,<<IRN-TER
Yazd>>,<<IR31>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-YAZ>>,<<IRN-YAZ
Chahar Mahall va Bakhtiari>>,<<IR03>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-CMV>>,<<IRN-CMV
Khuzestan>>,<<IR15>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-KHZ>>,<<IRN-KHZ
Lorestan>>,<<IR23>>,<<Iran>>,<<IR>>,<<IRN>>,<<IRN-LRS>>,<<IRN-LRS
Al Farwaniyah>>,<<KU>>,<<Kuwait>>,<<KU>>,<<KWT>>,<<KWT-AFR>>,<<KWT-AFR
Al Ahmadi>>,<<KU01>>,<<Kuwait>>,<<KU>>,<<KWT>>,<<KWT-AHM>>,<<KWT-AHM
Al Kuwayt>>,<<KU02>>,<<Kuwait>>,<<KU>>,<<KWT>>,<<KWT-AKW>>,<<KWT-AKW
Hawalli>>,<<KU03>>,<<Kuwait>>,<<KU>>,<<KWT>>,<<KWT-HWL>>,<<KWT-HWL
Ar Riyad>>,<<SA10>>,<<Saudi Arabia>>,<<SA>>,<<SAU>>,<<SAU-ARI>>,<<SAU-ARI
Ash Sharqiyah>>,<<SA06>>,<<Saudi Arabia>>,<<SA>>,<<SAU>>,<<SAU-ASH>>,<<SAU-ASH
